1    2.73957e+00   1.43167e-01   2.89957e+00
2    6.27101e-01   3.54241e-02   6.20123e-01
3    4.17281e-01   1.55080e-02   2.23435e-01
4    4.07993e-01   5.74105e-03   4.23431e-02
5    1.67160e-01   1.53754e-03   1.49595e-02
6    9.25473e-02   3.32587e-04   6.49773e-03
7    4.39864e-02   1.30948e-04   8.29771e-04
8    1.06801e-02   3.39209e-05   4.40225e-05
9    1.46084e-03   8.78074e-06   1.40179e-06
10   9.13525e-02   1.96512e-06   1.18219e-07
11   6.23496e-01
12   1.45934e-01
13   2.97172e-02
14   9.27572e-03
15   9.00517e-02
16   7.43717e-01
17   1.82765e-01
18   3.95819e-02
19   1.33758e-02
20   5.87617e-03
21   9.26771e-02
22   1.00852e+00
23   2.78651e-01
24   2.85660e-01
25   1.38642e-01
26   2.49525e-01
27   8.96881e-02
28   3.09964e-02
29   4.42423e-03
30   9.25088e-02
31   1.29249e+00
32   3.96108e-01
33   3.37096e-01
34   1.31778e-01
35   1.97162e-01
36   5.91911e-01
37   6.54043e-02
38   3.27005e-02
39   7.22261e-03
40   9.24812e-02
